split,condition_id,query,positive_target_after_annotation,negative_target_after_annotation,selected_retrieval_candidates,actual_positive_count,actual_negative_count,status
val,CE23,住宅街に歩行者がいる画像,5,5,7,,,pending_annotation
val,CE24,高速道路にバスがいる画像,5,5,5,,,pending_annotation
val,CA01,画面左に赤い車がいる画像,5,5,13,,,pending_annotation
val,CA02,画面右に白い車がいる画像,5,5,9,,,pending_annotation
val,CA03,画面左に白いバスがいる画像,5,5,10,,,pending_annotation
val,CA04,画面右に赤いバスがいる画像,5,5,13,,,pending_annotation
val,CA05,画面中央に青いトラックがいる画像,5,5,10,,,pending_annotation
val,CA06,画面右に白いトラックがいる画像,5,5,16,,,pending_annotation
val,CA07,画面左に黒いバンがいる画像,5,5,11,,,pending_annotation
val,CA08,画面中央に白いバンがいる画像,5,5,9,,,pending_annotation
val,CA09,画面右に赤い自転車がいる画像,5,5,12,,,pending_annotation
val,CA10,画面左に青い自転車がいる画像,5,5,7,,,pending_annotation
val,CA11,画面右に黒いバイクがいる画像,5,5,12,,,pending_annotation
val,CA12,画面左に白いバイクがいる画像,5,5,12,,,pending_annotation
val,CA13,自車と同じ車線に、こちらに正面を向けた自転車がいる画像,5,5,12,,,pending_annotation
val,CA14,自車と同じ車線に後ろ姿が見える車がいる画像,5,5,9,,,pending_annotation
val,CA15,画面右の歩道上に歩行者がいる画像,5,5,15,,,pending_annotation
val,CA16,画面左の横断歩道上に歩行者がいる画像,5,5,11,,,pending_annotation
val,CB01,赤い車と白いバスがいる画像,5,5,10,,,pending_annotation
val,CB02,白い車と赤いバスがいる画像,5,5,9,,,pending_annotation
val,CB03,黒い車と白いトラックがいる画像,5,5,12,,,pending_annotation
val,CB04,白い車と黒いトラックがいる画像,5,5,12,,,pending_annotation
val,CB05,青いバンと赤い車がいる画像,5,5,10,,,pending_annotation
val,CB06,赤いバンと青い車がいる画像,5,5,7,,,pending_annotation
val,CB07,白いバスと青いトラックがいる画像,5,5,11,,,pending_annotation
val,CB08,青いバスと白いトラックがいる画像,5,5,11,,,pending_annotation
val,CB09,赤い自転車と黒いバイクがいる画像,5,5,6,,,pending_annotation
val,CB10,黒い自転車と赤いバイクがいる画像,5,5,10,,,pending_annotation
val,CB11,青い自転車と白い車がいる画像,5,5,9,,,pending_annotation
val,CB12,白い自転車と青い車がいる画像,5,5,7,,,pending_annotation
val,CB13,画面左の歩行者と画面右の自転車がいる画像,5,5,8,,,pending_annotation
val,CB14,画面右の歩行者と画面左の自転車がいる画像,5,5,12,,,pending_annotation
val,CB15,画面左のバスと画面右のバイクがいる画像,5,5,12,,,pending_annotation
val,CB16,画面右のバスと画面左のバイクがいる画像,5,5,11,,,pending_annotation
val,CB17,画面中央の車と画面右のトラックがいる画像,5,5,14,,,pending_annotation
val,CB18,画面右の車と画面中央のトラックがいる画像,5,5,14,,,pending_annotation
val,CB19,画面左のバンと画面中央の歩行者がいる画像,5,5,8,,,pending_annotation
val,CB20,画面中央のバンと画面左の歩行者がいる画像,5,5,7,,,pending_annotation
val,CB21,画面左の車と画面右のバスがいる画像,5,5,11,,,pending_annotation
val,CB22,画面右の車と画面左のバスがいる画像,5,5,10,,,pending_annotation
val,CB23,画面中央の自転車と画面左のバイクがいる画像,5,5,6,,,pending_annotation
val,CB24,画面左の自転車と画面中央のバイクがいる画像,5,5,6,,,pending_annotation
val,H01,夜の画面左に自転車がいる画像,0,0,,,,excluded_heldout_query
val,H02,薄明の画面右にバイクがいる画像,0,0,,,,excluded_heldout_query
val,H03,霧のある道路の歩道上に歩行者がいる画像,0,0,,,,excluded_heldout_query
val,H04,道路の工事区間と画面右の自転車が見える画像,0,0,,,,excluded_heldout_query
val,H05,路面に雪があり画面左に歩行者がいる画像,0,0,,,,excluded_heldout_query
val,H06,路面が濡れていて画面中央にバイクがいる画像,0,0,,,,excluded_heldout_query
val,H07,赤信号と自車と同じ車線の車が見える画像,0,0,,,,excluded_heldout_query
val,H08,画面右に青い車がいる画像,0,0,,,,excluded_heldout_query
val,H09,画面中央に黒いバスがいる画像,0,0,,,,excluded_heldout_query
val,H10,画面左に赤いトラックがいる画像,0,0,,,,excluded_heldout_query
val,H11,画面右に青いバンがいる画像,0,0,,,,excluded_heldout_query
val,H12,画面中央に白い自転車がいる画像,0,0,,,,excluded_heldout_query
val,H13,画面中央に赤いバイクがいる画像,0,0,,,,excluded_heldout_query
val,H14,画面左に後ろ姿が見えるバスがいる画像,0,0,,,,excluded_heldout_query
val,H15,赤い車と画面右の自転車がいる画像,0,0,,,,excluded_heldout_query
val,H16,白いバスと画面左の歩行者がいる画像,0,0,,,,excluded_heldout_query
val,H17,青いトラックと画面右のバイクがいる画像,0,0,,,,excluded_heldout_query
val,H18,黒いバンと画面左の自転車がいる画像,0,0,,,,excluded_heldout_query
val,H19,赤い自転車と画面右の歩行者がいる画像,0,0,,,,excluded_heldout_query
val,H20,白いバイクと画面中央の車がいる画像,0,0,,,,excluded_heldout_query
val,R01,緊急車両がいる画像,5,5,5,,,pending_annotation
val,R02,列車が見える画像,5,5,6,,,pending_annotation
val,R03,動物がいる画像,5,5,7,,,pending_annotation
val,X01,トラックより画面上で左に歩行者がいる画像,5,5,7,,,pending_annotation
val,X02,車がちょうど2台見える画像,5,5,8,,,pending_annotation
val,X03,歩行者が写っていない画像,5,5,14,,,pending_annotation
val,X04,バスまたはトラックがいる画像,5,5,9,,,pending_annotation
val,D01,逆走している自転車,0,0,,,,deferred_temporal
val,D02,車両の陰から歩行者が飛び出す場面,0,0,,,,deferred_temporal
val,D03,歩行者が急に車道を横断する場面,0,0,,,,deferred_temporal
val,D04,前方の車が急停止する場面,0,0,,,,deferred_temporal
val,D05,自車に車両が急接近する場面,0,0,,,,deferred_temporal
val,D06,車が信号を無視して進む場面,0,0,,,,deferred_temporal
test,OBJ01,車がいる画像,20,10,26,,,pending_annotation
test,OBJ02,バスがいる画像,20,10,35,,,pending_annotation
test,OBJ03,トラックがいる画像,20,10,30,,,pending_annotation
test,OBJ04,バンがいる画像,20,10,28,,,pending_annotation
test,OBJ05,歩行者がいる画像,20,10,25,,,pending_annotation
test,OBJ06,自転車がいる画像,20,10,31,,,pending_annotation
test,OBJ07,バイクがいる画像,20,10,27,,,pending_annotation
test,COL01,白い車がいる画像,20,10,24,,,pending_annotation
test,COL02,黒い車がいる画像,20,10,20,,,pending_annotation
test,COL03,赤い車がいる画像,20,10,21,,,pending_annotation
test,COL04,青い車がいる画像,20,10,21,,,pending_annotation
test,COL05,白いバスがいる画像,20,10,25,,,pending_annotation
test,COL06,黒いバスがいる画像,20,10,23,,,pending_annotation
test,COL07,赤いバスがいる画像,20,10,25,,,pending_annotation
test,COL08,青いバスがいる画像,20,10,22,,,pending_annotation
test,COL09,白いトラックがいる画像,20,10,23,,,pending_annotation
test,COL10,黒いトラックがいる画像,20,10,23,,,pending_annotation
test,COL11,赤いトラックがいる画像,20,10,22,,,pending_annotation
test,COL12,青いトラックがいる画像,20,10,23,,,pending_annotation
test,COL13,白いバンがいる画像,20,10,21,,,pending_annotation
test,COL14,黒いバンがいる画像,20,10,20,,,pending_annotation
test,COL15,赤いバンがいる画像,20,10,22,,,pending_annotation
test,COL16,青いバンがいる画像,20,10,20,,,pending_annotation
test,COL17,白い自転車がいる画像,20,10,28,,,pending_annotation
test,COL18,黒い自転車がいる画像,20,10,24,,,pending_annotation
test,COL19,赤い自転車がいる画像,20,10,28,,,pending_annotation
test,COL20,青い自転車がいる画像,20,10,21,,,pending_annotation
test,COL21,白いバイクがいる画像,20,10,25,,,pending_annotation
test,COL22,黒いバイクがいる画像,20,10,24,,,pending_annotation
test,COL23,赤いバイクがいる画像,20,10,28,,,pending_annotation
test,COL24,青いバイクがいる画像,20,10,25,,,pending_annotation
test,POS01,画面左に車がいる画像,20,10,24,,,pending_annotation
test,POS02,画面中央に車がいる画像,20,10,24,,,pending_annotation
test,POS03,画面右に車がいる画像,20,10,30,,,pending_annotation
test,POS04,画面左にバスがいる画像,20,10,26,,,pending_annotation
test,POS05,画面中央にバスがいる画像,20,10,26,,,pending_annotation
test,POS06,画面右にバスがいる画像,20,10,28,,,pending_annotation
test,POS07,画面左にトラックがいる画像,20,10,34,,,pending_annotation
test,POS08,画面中央にトラックがいる画像,20,10,32,,,pending_annotation
test,POS09,画面右にトラックがいる画像,20,10,33,,,pending_annotation
test,POS10,画面左にバンがいる画像,20,10,31,,,pending_annotation
test,POS11,画面中央にバンがいる画像,20,10,24,,,pending_annotation
test,POS12,画面右にバンがいる画像,20,10,27,,,pending_annotation
test,POS13,画面左に歩行者がいる画像,20,10,28,,,pending_annotation
test,POS14,画面中央に歩行者がいる画像,20,10,22,,,pending_annotation
test,POS15,画面右に歩行者がいる画像,20,10,28,,,pending_annotation
test,POS16,画面左に自転車がいる画像,20,10,38,,,pending_annotation
test,POS17,画面中央に自転車がいる画像,20,10,30,,,pending_annotation
test,POS18,画面右に自転車がいる画像,20,10,34,,,pending_annotation
test,POS19,画面左にバイクがいる画像,20,10,26,,,pending_annotation
test,POS20,画面中央にバイクがいる画像,20,10,25,,,pending_annotation
test,POS21,画面右にバイクがいる画像,20,10,31,,,pending_annotation
test,LOC01,自車と同じ車線に車がいる画像,20,10,25,,,pending_annotation
test,LOC02,自車の左隣の車線に車がいる画像,20,10,24,,,pending_annotation
test,LOC03,自車の右隣の車線に車がいる画像,20,10,28,,,pending_annotation
test,LOC04,対向車線に車がいる画像,20,10,29,,,pending_annotation
test,LOC05,自車と同じ車線にバスがいる画像,20,10,24,,,pending_annotation
test,LOC06,自車の左隣の車線にバスがいる画像,20,10,26,,,pending_annotation
test,LOC07,自車の右隣の車線にバスがいる画像,20,10,21,,,pending_annotation
test,LOC08,対向車線にバスがいる画像,20,10,29,,,pending_annotation
test,LOC09,自車と同じ車線にトラックがいる画像,20,10,26,,,pending_annotation
test,LOC10,自車の左隣の車線にトラックがいる画像,20,10,24,,,pending_annotation
test,LOC11,自車の右隣の車線にトラックがいる画像,20,10,27,,,pending_annotation
test,LOC12,対向車線にトラックがいる画像,20,10,24,,,pending_annotation
test,LOC13,自車と同じ車線にバンがいる画像,20,10,21,,,pending_annotation
test,LOC14,自車の左隣の車線にバンがいる画像,20,10,22,,,pending_annotation
test,LOC15,自車の右隣の車線にバンがいる画像,20,10,22,,,pending_annotation
test,LOC16,対向車線にバンがいる画像,20,10,25,,,pending_annotation
test,LOC17,自車と同じ車線に自転車がいる画像,20,10,32,,,pending_annotation
test,LOC18,自車の左隣の車線に自転車がいる画像,20,10,27,,,pending_annotation
test,LOC19,自車の右隣の車線に自転車がいる画像,20,10,28,,,pending_annotation
test,LOC20,対向車線に自転車がいる画像,20,10,38,,,pending_annotation
test,LOC21,自車と同じ車線にバイクがいる画像,20,10,32,,,pending_annotation
test,LOC22,自車の左隣の車線にバイクがいる画像,20,10,23,,,pending_annotation
test,LOC23,自車の右隣の車線にバイクがいる画像,20,10,25,,,pending_annotation
test,LOC24,対向車線にバイクがいる画像,20,10,37,,,pending_annotation
test,LOC25,歩道上に歩行者がいる画像,20,10,24,,,pending_annotation
test,LOC26,横断歩道上に歩行者がいる画像,20,10,27,,,pending_annotation
test,LOC27,車道上に歩行者がいる画像,20,10,26,,,pending_annotation
test,ORI01,こちらに正面を向けた車がいる画像,20,10,21,,,pending_annotation
test,ORI02,後ろ姿が見える車がいる画像,20,10,23,,,pending_annotation
test,ORI03,こちらに正面を向けたバスがいる画像,20,10,27,,,pending_annotation
test,ORI04,後ろ姿が見えるバスがいる画像,20,10,22,,,pending_annotation
test,ORI05,こちらに正面を向けたトラックがいる画像,20,10,26,,,pending_annotation
test,ORI06,後ろ姿が見えるトラックがいる画像,20,10,22,,,pending_annotation
test,ORI07,こちらに正面を向けたバンがいる画像,20,10,22,,,pending_annotation
test,ORI08,後ろ姿が見えるバンがいる画像,20,10,22,,,pending_annotation
test,ORI09,こちらに正面を向けた自転車がいる画像,20,10,29,,,pending_annotation
test,ORI10,後ろ姿が見える自転車がいる画像,20,10,28,,,pending_annotation
test,ORI11,こちらに正面を向けたバイクがいる画像,20,10,24,,,pending_annotation
test,ORI12,後ろ姿が見えるバイクがいる画像,20,10,28,,,pending_annotation
test,ROAD01,市街地の道路の画像,20,10,22,,,pending_annotation
test,ROAD02,住宅街の道路の画像,20,10,22,,,pending_annotation
test,ROAD03,高速道路の画像,20,10,20,,,pending_annotation
test,ROAD04,田舎道の画像,20,10,23,,,pending_annotation
test,ROAD05,トンネル内の画像,20,10,20,,,pending_annotation
test,ROAD06,橋の上の道路の画像,20,10,20,,,pending_annotation
test,ROAD07,交差点が見える画像,20,10,21,,,pending_annotation
test,ROAD08,横断歩道が見える画像,20,10,24,,,pending_annotation
test,ROAD09,道路の工事区間が見える画像,20,10,20,,,pending_annotation
test,ROAD10,赤信号が見える画像,20,10,21,,,pending_annotation
test,ROAD11,青信号が見える画像,20,10,20,,,pending_annotation
test,ROAD12,黄信号が見える画像,20,10,20,,,pending_annotation
test,ROAD13,路面が濡れている画像,20,10,23,,,pending_annotation
test,ROAD14,路面に雪がある画像,20,10,25,,,pending_annotation
test,ROAD15,道路がカーブしている画像,20,10,20,,,pending_annotation
test,ROAD16,坂道の画像,20,10,24,,,pending_annotation
test,ENV01,昼の道路の画像,20,10,20,,,pending_annotation
test,ENV02,夜の道路の画像,20,10,21,,,pending_annotation
test,ENV03,薄明の道路の画像,20,10,21,,,pending_annotation
test,ENV04,晴れた道路の画像,20,10,21,,,pending_annotation
test,ENV05,曇りの道路の画像,20,10,21,,,pending_annotation
test,ENV06,雨が降っている道路の画像,20,10,24,,,pending_annotation
test,ENV07,雪が降っている道路の画像,20,10,23,,,pending_annotation
test,ENV08,霧のある道路の画像,20,10,20,,,pending_annotation
test,CO01,車とバスがいる画像,20,10,28,,,pending_annotation
test,CO02,車とトラックがいる画像,20,10,28,,,pending_annotation
test,CO03,車とバンがいる画像,20,10,29,,,pending_annotation
test,CO04,車と歩行者がいる画像,20,10,28,,,pending_annotation
test,CO05,車と自転車がいる画像,20,10,36,,,pending_annotation
test,CO06,車とバイクがいる画像,20,10,30,,,pending_annotation
test,CO07,バスとトラックがいる画像,20,10,27,,,pending_annotation
test,CO08,バスとバンがいる画像,20,10,24,,,pending_annotation
test,CO09,バスと歩行者がいる画像,20,10,22,,,pending_annotation
test,CO10,バスと自転車がいる画像,20,10,24,,,pending_annotation
test,CO11,バスとバイクがいる画像,20,10,22,,,pending_annotation
test,CO12,トラックとバンがいる画像,20,10,30,,,pending_annotation
test,CO13,トラックと歩行者がいる画像,20,10,21,,,pending_annotation
test,CO14,トラックと自転車がいる画像,20,10,21,,,pending_annotation
test,CO15,トラックとバイクがいる画像,20,10,28,,,pending_annotation
test,CO16,バンと歩行者がいる画像,20,10,20,,,pending_annotation
test,CO17,バンと自転車がいる画像,20,10,22,,,pending_annotation
test,CO18,バンとバイクがいる画像,20,10,30,,,pending_annotation
test,CO19,歩行者と自転車がいる画像,20,10,24,,,pending_annotation
test,CO20,歩行者とバイクがいる画像,20,10,22,,,pending_annotation
test,CO21,自転車とバイクがいる画像,20,10,32,,,pending_annotation
test,CE01,夜の横断歩道上に歩行者がいる画像,10,10,10,,,pending_annotation
test,CE02,昼の横断歩道上に歩行者がいる画像,10,10,21,,,pending_annotation
test,CE03,薄明の歩道上に歩行者がいる画像,10,10,17,,,pending_annotation
test,CE04,夜に自転車がいる画像,10,10,21,,,pending_annotation
test,CE05,夜にバイクがいる画像,10,10,17,,,pending_annotation
test,CE06,霧の中に歩行者がいる画像,10,10,22,,,pending_annotation
test,CE07,霧の中に車がいる画像,10,10,19,,,pending_annotation
test,CE08,道路の工事区間と自転車が見える画像,10,10,17,,,pending_annotation
test,CE09,道路の工事区間と歩行者が見える画像,10,10,15,,,pending_annotation
test,CE10,路面に雪があり車がいる画像,10,10,15,,,pending_annotation
test,CE11,路面に雪があり歩行者がいる画像,10,10,17,,,pending_annotation
test,CE12,路面が濡れていて自転車がいる画像,10,10,20,,,pending_annotation
test,CE13,路面が濡れていてバイクがいる画像,10,10,19,,,pending_annotation
test,CE14,雨が降る道路にバスがいる画像,10,10,11,,,pending_annotation
test,CE15,雨が降る道路の歩道上に歩行者がいる画像,10,10,16,,,pending_annotation
test,CE16,雪が降る道路にトラックがいる画像,10,10,14,,,pending_annotation
test,CE17,トンネル内に車がいる画像,10,10,15,,,pending_annotation
test,CE18,橋の上にトラックがいる画像,10,10,14,,,pending_annotation
test,CE19,交差点とバイクが見える画像,10,10,19,,,pending_annotation
test,CE20,赤信号と車が見える画像,10,10,17,,,pending_annotation
test,CE21,青信号と自転車が見える画像,10,10,19,,,pending_annotation
test,CE22,黄信号とバンが見える画像,10,10,12,,,pending_annotation
test,CE23,住宅街に歩行者がいる画像,10,10,12,,,pending_annotation
test,CE24,高速道路にバスがいる画像,10,10,15,,,pending_annotation
test,CA01,画面左に赤い車がいる画像,10,10,20,,,pending_annotation
test,CA02,画面右に白い車がいる画像,10,10,27,,,pending_annotation
test,CA03,画面左に白いバスがいる画像,10,10,22,,,pending_annotation
test,CA04,画面右に赤いバスがいる画像,10,10,29,,,pending_annotation
test,CA05,画面中央に青いトラックがいる画像,10,10,29,,,pending_annotation
test,CA06,画面右に白いトラックがいる画像,10,10,23,,,pending_annotation
test,CA07,画面左に黒いバンがいる画像,10,10,22,,,pending_annotation
test,CA08,画面中央に白いバンがいる画像,10,10,22,,,pending_annotation
test,CA09,画面右に赤い自転車がいる画像,10,10,24,,,pending_annotation
test,CA10,画面左に青い自転車がいる画像,10,10,29,,,pending_annotation
test,CA11,画面右に黒いバイクがいる画像,10,10,22,,,pending_annotation
test,CA12,画面左に白いバイクがいる画像,10,10,25,,,pending_annotation
test,CA13,自車と同じ車線に、こちらに正面を向けた自転車がいる画像,10,10,28,,,pending_annotation
test,CA14,自車と同じ車線に後ろ姿が見える車がいる画像,10,10,23,,,pending_annotation
test,CA15,画面右の歩道上に歩行者がいる画像,10,10,20,,,pending_annotation
test,CA16,画面左の横断歩道上に歩行者がいる画像,10,10,21,,,pending_annotation
test,CB01,赤い車と白いバスがいる画像,10,10,25,,,pending_annotation
test,CB02,白い車と赤いバスがいる画像,10,10,19,,,pending_annotation
test,CB03,黒い車と白いトラックがいる画像,10,10,20,,,pending_annotation
test,CB04,白い車と黒いトラックがいる画像,10,10,19,,,pending_annotation
test,CB05,青いバンと赤い車がいる画像,10,10,23,,,pending_annotation
test,CB06,赤いバンと青い車がいる画像,10,10,26,,,pending_annotation
test,CB07,白いバスと青いトラックがいる画像,10,10,26,,,pending_annotation
test,CB08,青いバスと白いトラックがいる画像,10,10,27,,,pending_annotation
test,CB09,赤い自転車と黒いバイクがいる画像,10,10,22,,,pending_annotation
test,CB10,黒い自転車と赤いバイクがいる画像,10,10,27,,,pending_annotation
test,CB11,青い自転車と白い車がいる画像,10,10,28,,,pending_annotation
test,CB12,白い自転車と青い車がいる画像,10,10,24,,,pending_annotation
test,CB13,画面左の歩行者と画面右の自転車がいる画像,10,10,28,,,pending_annotation
test,CB14,画面右の歩行者と画面左の自転車がいる画像,10,10,20,,,pending_annotation
test,CB15,画面左のバスと画面右のバイクがいる画像,10,10,24,,,pending_annotation
test,CB16,画面右のバスと画面左のバイクがいる画像,10,10,31,,,pending_annotation
test,CB17,画面中央の車と画面右のトラックがいる画像,10,10,28,,,pending_annotation
test,CB18,画面右の車と画面中央のトラックがいる画像,10,10,27,,,pending_annotation
test,CB19,画面左のバンと画面中央の歩行者がいる画像,10,10,17,,,pending_annotation
test,CB20,画面中央のバンと画面左の歩行者がいる画像,10,10,19,,,pending_annotation
test,CB21,画面左の車と画面右のバスがいる画像,10,10,30,,,pending_annotation
test,CB22,画面右の車と画面左のバスがいる画像,10,10,23,,,pending_annotation
test,CB23,画面中央の自転車と画面左のバイクがいる画像,10,10,32,,,pending_annotation
test,CB24,画面左の自転車と画面中央のバイクがいる画像,10,10,35,,,pending_annotation
test,H01,夜の画面左に自転車がいる画像,20,10,24,,,pending_annotation
test,H02,薄明の画面右にバイクがいる画像,20,10,34,,,pending_annotation
test,H03,霧のある道路の歩道上に歩行者がいる画像,20,10,21,,,pending_annotation
test,H04,道路の工事区間と画面右の自転車が見える画像,20,10,24,,,pending_annotation
test,H05,路面に雪があり画面左に歩行者がいる画像,20,10,21,,,pending_annotation
test,H06,路面が濡れていて画面中央にバイクがいる画像,20,10,24,,,pending_annotation
test,H07,赤信号と自車と同じ車線の車が見える画像,20,10,21,,,pending_annotation
test,H08,画面右に青い車がいる画像,20,10,23,,,pending_annotation
test,H09,画面中央に黒いバスがいる画像,20,10,25,,,pending_annotation
test,H10,画面左に赤いトラックがいる画像,20,10,23,,,pending_annotation
test,H11,画面右に青いバンがいる画像,20,10,24,,,pending_annotation
test,H12,画面中央に白い自転車がいる画像,20,10,25,,,pending_annotation
test,H13,画面中央に赤いバイクがいる画像,20,10,23,,,pending_annotation
test,H14,画面左に後ろ姿が見えるバスがいる画像,20,10,32,,,pending_annotation
test,H15,赤い車と画面右の自転車がいる画像,20,10,24,,,pending_annotation
test,H16,白いバスと画面左の歩行者がいる画像,20,10,24,,,pending_annotation
test,H17,青いトラックと画面右のバイクがいる画像,20,10,26,,,pending_annotation
test,H18,黒いバンと画面左の自転車がいる画像,20,10,22,,,pending_annotation
test,H19,赤い自転車と画面右の歩行者がいる画像,20,10,23,,,pending_annotation
test,H20,白いバイクと画面中央の車がいる画像,20,10,26,,,pending_annotation
test,R01,緊急車両がいる画像,10,10,12,,,pending_annotation
test,R02,列車が見える画像,10,10,11,,,pending_annotation
test,R03,動物がいる画像,10,10,17,,,pending_annotation
test,X01,トラックより画面上で左に歩行者がいる画像,10,10,28,,,pending_annotation
test,X02,車がちょうど2台見える画像,10,10,18,,,pending_annotation
test,X03,歩行者が写っていない画像,10,10,26,,,pending_annotation
test,X04,バスまたはトラックがいる画像,10,10,37,,,pending_annotation
test,D01,逆走している自転車,0,0,,,,deferred_temporal
test,D02,車両の陰から歩行者が飛び出す場面,0,0,,,,deferred_temporal
test,D03,歩行者が急に車道を横断する場面,0,0,,,,deferred_temporal
test,D04,前方の車が急停止する場面,0,0,,,,deferred_temporal
test,D05,自車に車両が急接近する場面,0,0,,,,deferred_temporal
test,D06,車が信号を無視して進む場面,0,0,,,,deferred_temporal
